No,Username,Category,Is_Suspicious,Profile_URL
260,ham_zoozoo,개인/일반,정상,https://www.instagram.com/ham_zoozoo/
261,interior__tip,팁/노하우,정상,https://www.instagram.com/interior__tip/
262,thinghome_,홈/리빙,정상,https://www.instagram.com/thinghome_/
263,salrim_ttokki,살림 전문,정상,https://www.instagram.com/salrim_ttokki/
264,real_salimtem,살림 전문,정상,https://www.instagram.com/real_salimtem/
265,bobo_sallim,살림 전문,정상,https://www.instagram.com/bobo_sallim/
266,jiptemlog,홈/리빙,정상,https://www.instagram.com/jiptemlog/
267,tu.casa.goods,개인/일반,정상,https://www.instagram.com/tu.casa.goods/
268,my.life_tip,팁/노하우,정상,https://www.instagram.com/my.life_tip/
269,gasungbimoa,리뷰/추천,정상,https://www.instagram.com/gasungbimoa/
270,reviewyojunggenie,리뷰/추천,정상,https://www.instagram.com/reviewyojunggenie/
271,deosyoping,개인/일반,정상,https://www.instagram.com/deosyoping/
272,homen_it,홈/리빙,정상,https://www.instagram.com/homen_it/
273,room.n.tem,홈/리빙,정상,https://www.instagram.com/room.n.tem/
274,bujapick,리뷰/추천,정상,https://www.instagram.com/bujapick/
275,shoppingshorts33,리뷰/추천,정상,https://www.instagram.com/shoppingshorts33/
276,healthywisdom88,개인/일반,정상,https://www.instagram.com/healthywisdom88/
277,heajoug9,개인/일반,정상,https://www.instagram.com/heajoug9/
278,mommy_pickk,리뷰/추천,정상,https://www.instagram.com/mommy_pickk/
279,searching_boy,개인/일반,정상,https://www.instagram.com/searching_boy/
280,item_zzang,아이템/꿀템,정상,https://www.instagram.com/item_zzang/
281,jjintem_living,홈/리빙,정상,https://www.instagram.com/jjintem_living/
282,ggul_picks,아이템/꿀템,정상,https://www.instagram.com/ggul_picks/
283,itlist_0,개인/일반,정상,https://www.instagram.com/itlist_0/
284,smartbizstory,팁/노하우,정상,https://www.instagram.com/smartbizstory/
285,quokka.mom,육아/가족,정상,https://www.instagram.com/quokka.mom/
286,living__world26,홈/리빙,정상,https://www.instagram.com/living__world26/
287,salimpangpang8282,살림 전문,정상,https://www.instagram.com/salimpangpang8282/
288,lif_efactory,개인/일반,정상,https://www.instagram.com/lif_efactory/
289,salim_routine,살림 전문,정상,https://www.instagram.com/salim_routine/
290,humsle_korea,개인/일반,정상,https://www.instagram.com/humsle_korea/
291,dadamsyo3,육아/가족,정상,https://www.instagram.com/dadamsyo3/
292,zhangkuanchengplus,개인/일반,정상,https://www.instagram.com/zhangkuanchengplus/
293,box_life_style,개인/일반,정상,https://www.instagram.com/box_life_style/
294,itemrader,아이템/꿀템,정상,https://www.instagram.com/itemrader/
295,coziful_days,개인/일반,정상,https://www.instagram.com/coziful_days/
296,ggultem_happy,아이템/꿀템,정상,https://www.instagram.com/ggultem_happy/
297,honeytem_spoon,아이템/꿀템,정상,https://www.instagram.com/honeytem_spoon/
298,homeggu_lab,홈/리빙,정상,https://www.instagram.com/homeggu_lab/
299,alzza_tem,아이템/꿀템,정상,https://www.instagram.com/alzza_tem/
300,choicgood.item,아이템/꿀템,정상,https://www.instagram.com/choicgood.item/
301,home_pd_,홈/리빙,정상,https://www.instagram.com/home_pd_/
302,appassul,육아/가족,정상,https://www.instagram.com/appassul/
303,waninova1106,개인/일반,정상,https://www.instagram.com/waninova1106/
304,great__sense,개인/일반,정상,https://www.instagram.com/great__sense/
305,green_ticket_,개인/일반,정상,https://www.instagram.com/green_ticket_/
306,wondenan122,개인/일반,정상,https://www.instagram.com/wondenan122/
307,igeo.sajo,개인/일반,정상,https://www.instagram.com/igeo.sajo/
308,salimediscovery,살림 전문,정상,https://www.instagram.com/salimediscovery/
309,living_honey_007,홈/리빙,정상,https://www.instagram.com/living_honey_007/
310,muzokon.pick,리뷰/추천,정상,https://www.instagram.com/muzokon.pick/
311,easy_our_life,개인/일반,정상,https://www.instagram.com/easy_our_life/
312,1min_soldout,개인/일반,정상,https://www.instagram.com/1min_soldout/
313,tem__chelin,아이템/꿀템,정상,https://www.instagram.com/tem__chelin/
314,gjo3887,개인/일반,의심,https://www.instagram.com/gjo3887/
315,erickwon88,개인/일반,정상,https://www.instagram.com/erickwon88/
316,homepock,홈/리빙,정상,https://www.instagram.com/homepock/
317,onepick_living,홈/리빙,정상,https://www.instagram.com/onepick_living/
318,spidm200,개인/일반,정상,https://www.instagram.com/spidm200/
319,honeyitem_store1,아이템/꿀템,정상,https://www.instagram.com/honeyitem_store1/
320,homes_telling,홈/리빙,정상,https://www.instagram.com/homes_telling/
321,yuseongpyo36,개인/일반,정상,https://www.instagram.com/yuseongpyo36/
322,quick_review__,리뷰/추천,정상,https://www.instagram.com/quick_review__/
323,partylive110,개인/일반,정상,https://www.instagram.com/partylive110/
324,yennazzi_official,개인/일반,정상,https://www.instagram.com/yennazzi_official/
325,homecook_one,홈/리빙,정상,https://www.instagram.com/homecook_one/
326,kwaesokbae5004,개인/일반,정상,https://www.instagram.com/kwaesokbae5004/
327,salim_flower33,살림 전문,정상,https://www.instagram.com/salim_flower33/
328,salim_log_,살림 전문,정상,https://www.instagram.com/salim_log_/
329,1000won.market,리뷰/추천,정상,https://www.instagram.com/1000won.market/
330,sunny_hh_day,개인/일반,정상,https://www.instagram.com/sunny_hh_day/
331,hi_temworld,아이템/꿀템,정상,https://www.instagram.com/hi_temworld/
332,yonggu_daejang,개인/일반,정상,https://www.instagram.com/yonggu_daejang/
333,kkulbalbogi,아이템/꿀템,정상,https://www.instagram.com/kkulbalbogi/
334,wisesalim,살림 전문,정상,https://www.instagram.com/wisesalim/
335,ittemazon,아이템/꿀템,정상,https://www.instagram.com/ittemazon/
336,dducksal,개인/일반,정상,https://www.instagram.com/dducksal/
337,yeonjoo._.note,개인/일반,정상,https://www.instagram.com/yeonjoo._.note/
338,pick_everything,리뷰/추천,정상,https://www.instagram.com/pick_everything/
339,homeliving_guru,홈/리빙,정상,https://www.instagram.com/homeliving_guru/
340,gomawo_temz,아이템/꿀템,정상,https://www.instagram.com/gomawo_temz/
341,easylifepick,리뷰/추천,정상,https://www.instagram.com/easylifepick/
342,gonggam_home_,홈/리빙,정상,https://www.instagram.com/gonggam_home_/
343,homestar._.pick,홈/리빙,정상,https://www.instagram.com/homestar._.pick/
344,coupick_official,리뷰/추천,정상,https://www.instagram.com/coupick_official/
345,maeil_hometem,홈/리빙,정상,https://www.instagram.com/maeil_hometem/
346,salimcraft_,살림 전문,정상,https://www.instagram.com/salimcraft_/
347,jjimtem_story,아이템/꿀템,정상,https://www.instagram.com/jjimtem_story/
348,ggulhoney_pick,아이템/꿀템,정상,https://www.instagram.com/ggulhoney_pick/
349,livingon_tip,홈/리빙,정상,https://www.instagram.com/livingon_tip/
350,lifemoa.note,리뷰/추천,정상,https://www.instagram.com/lifemoa.note/
